slug	cts_urn	tlg
plutarchus.de-herodoti-malignitate-854e-874c	urn:cts:greekLit:tlg0007.tlg123	tlg0007.tlg123
plutarchus.de-invidia-et-odio-536e-538e	urn:cts:greekLit:tlg0007.tlg105	tlg0007.tlg105
plutarchus.de-iside-et-osiride-351c-384c	urn:cts:greekLit:tlg0007.tlg089	tlg0007.tlg089
plutarchus.de-latenter-vivendo-1128a-1130e	urn:cts:greekLit:tlg0007.tlg141	tlg0007.tlg141
plutarchus.de-laude-ipsius-539a-547f	urn:cts:greekLit:tlg0007.tlg106	tlg0007.tlg106
plutarchus.de-liberis-educandis-sp-1a-14c	urn:cts:greekLit:tlg0007.tlg067	tlg0007.tlg067
plutarchus.de-primo-frigido-945f-955c	urn:cts:greekLit:tlg0007.tlg127	tlg0007.tlg127
plutarchus.de-pythiae-oraculis-394d-409d	urn:cts:greekLit:tlg0007.tlg091	tlg0007.tlg091
plutarchus.de-recta-ratione-audiendi-37b-48d	urn:cts:greekLit:tlg0007.tlg069	tlg0007.tlg069
plutarchus.de-sera-numinis-vindicta-548a-568a	urn:cts:greekLit:tlg0007.tlg107	tlg0007.tlg107
plutarchus.de-sollertia-animalium-959a-985c	urn:cts:greekLit:tlg0007.tlg129	tlg0007.tlg129
plutarchus.de-stoicorum-repugnantiis-1033a-1057b	urn:cts:greekLit:tlg0007.tlg136	tlg0007.tlg136
plutarchus.de-superstitione-164e-171f	urn:cts:greekLit:tlg0007.tlg080	tlg0007.tlg080
plutarchus.de-tranquillitate-animi-464e-477f	urn:cts:greekLit:tlg0007.tlg096	tlg0007.tlg096
plutarchus.de-tuenda-sanitate-praecepta-122b-137e	urn:cts:greekLit:tlg0007.tlg077	tlg0007.tlg077
plutarchus.de-unius-in-republica-dominatione-populari-statu-et-paucorum	urn:cts:greekLit:tlg0007.tlg119	tlg0007.tlg119
plutarchus.de-virtute-et-vitio-100b-101e	urn:cts:greekLit:tlg0007.tlg075	tlg0007.tlg075
plutarchus.de-virtute-morali-440d-452d	urn:cts:greekLit:tlg0007.tlg094	tlg0007.tlg094
plutarchus.de-vitando-aere-alieno-827d-832a	urn:cts:greekLit:tlg0007.tlg120	tlg0007.tlg120
plutarchus.de-vitioso-pudore-528c-536d	urn:cts:greekLit:tlg0007.tlg104	tlg0007.tlg104
plutarchus.demetrius	urn:cts:greekLit:tlg0007.tlg057	tlg0007.tlg057
plutarchus.demosthenes	urn:cts:greekLit:tlg0007.tlg054	tlg0007.tlg054
plutarchus.dion	urn:cts:greekLit:tlg0007.tlg060	tlg0007.tlg060
plutarchus.eklogh-peri-tw-n-duna-twn	urn:cts:greekLit:tlg0007.tlg147	tlg0007.tlg147
plutarchus.epitome-libri-de-animae-procreatione-in-timaeo-1030d-1032f	urn:cts:greekLit:tlg0007.tlg135	tlg0007.tlg135
plutarchus.eumenes	urn:cts:greekLit:tlg0007.tlg041	tlg0007.tlg041
plutarchus.fabius-maximus	urn:cts:greekLit:tlg0007.tlg013	tlg0007.tlg013
plutarchus.galba	urn:cts:greekLit:tlg0007.tlg065	tlg0007.tlg065
plutarchus.instituta-laconica-236f-240b	urn:cts:greekLit:tlg0007.tlg082a	tlg0007.tlg082a
plutarchus.lacaenarum-apophthegmata-240c-242d	urn:cts:greekLit:tlg0007.tlg082b	tlg0007.tlg082b
plutarchus.lucullus	urn:cts:greekLit:tlg0007.tlg036	tlg0007.tlg036
plutarchus.lycurgus	urn:cts:greekLit:tlg0007.tlg004	tlg0007.tlg004
plutarchus.lysander	urn:cts:greekLit:tlg0007.tlg032	tlg0007.tlg032
plutarchus.marcellus	urn:cts:greekLit:tlg0007.tlg022	tlg0007.tlg022
plutarchus.marcius-coriolanus	urn:cts:greekLit:tlg0007.tlg016	tlg0007.tlg016
plutarchus.marius	urn:cts:greekLit:tlg0007.tlg031	tlg0007.tlg031
plutarchus.maxime-cum-principibus-philosopho-esse-disserendum-776a-779c	urn:cts:greekLit:tlg0007.tlg115	tlg0007.tlg115
plutarchus.mulierum-virtutes-242e-263c	urn:cts:greekLit:tlg0007.tlg083	tlg0007.tlg083
plutarchus.nicias	urn:cts:greekLit:tlg0007.tlg038	tlg0007.tlg038
plutarchus.non-posse-suaviter-vivi-secundum-epicurum-1086c-1107c	urn:cts:greekLit:tlg0007.tlg139	tlg0007.tlg139
plutarchus.numa	urn:cts:greekLit:tlg0007.tlg005	tlg0007.tlg005
plutarchus.otho	urn:cts:greekLit:tlg0007.tlg066	tlg0007.tlg066
plutarchus.parallela-minora-sp-305a-316b	urn:cts:greekLit:tlg0007.tlg085	tlg0007.tlg085
plutarchus.paroimi-ai-ai-s-alecandrei-s-e-xrw-nto	urn:cts:greekLit:tlg0007.tlg146	tlg0007.tlg146
plutarchus.pelopidas	urn:cts:greekLit:tlg0007.tlg021	tlg0007.tlg021
plutarchus.pericles	urn:cts:greekLit:tlg0007.tlg012	tlg0007.tlg012
plutarchus.philopoemen	urn:cts:greekLit:tlg0007.tlg027	tlg0007.tlg027
plutarchus.phocion	urn:cts:greekLit:tlg0007.tlg049	tlg0007.tlg049
plutarchus.platonicae-quaestiones-999c-1011e	urn:cts:greekLit:tlg0007.tlg133	tlg0007.tlg133
plutarchus.pompeius	urn:cts:greekLit:tlg0007.tlg045	tlg0007.tlg045
plutarchus.praecepta-gerendae-reipublicae-798a-825f	urn:cts:greekLit:tlg0007.tlg118	tlg0007.tlg118
plutarchus.publicola	urn:cts:greekLit:tlg0007.tlg008	tlg0007.tlg008
plutarchus.pyrrhus	urn:cts:greekLit:tlg0007.tlg030	tlg0007.tlg030
plutarchus.quaestiones-convivales-612c-748d	urn:cts:greekLit:tlg0007.tlg112	tlg0007.tlg112
plutarchus.quomodo-adolescens-poetas-audire-debeat-14d-37b	urn:cts:greekLit:tlg0007.tlg068	tlg0007.tlg068
plutarchus.quomodo-adulator-ab-amico-internoscatur-48e-74e	urn:cts:greekLit:tlg0007.tlg070	tlg0007.tlg070
plutarchus.quomodo-quis-suos-in-virtute-sentiat-profectus-75a-86a	urn:cts:greekLit:tlg0007.tlg071	tlg0007.tlg071
plutarchus.regum-et-imperatorum-apophthegmata-sp-172b-208a	urn:cts:greekLit:tlg0007.tlg081	tlg0007.tlg081
plutarchus.romulus	urn:cts:greekLit:tlg0007.tlg002	tlg0007.tlg002
plutarchus.seni-respublica-gerenda-sit-783b-797f	urn:cts:greekLit:tlg0007.tlg117	tlg0007.tlg117
plutarchus.septem-sapientium-convivium-146b-164d	urn:cts:greekLit:tlg0007.tlg079	tlg0007.tlg079
plutarchus.sertorius	urn:cts:greekLit:tlg0007.tlg042	tlg0007.tlg042
plutarchus.solon	urn:cts:greekLit:tlg0007.tlg007	tlg0007.tlg007
plutarchus.stoicos-absurdiora-poetis-dicere-1057c-1058e	urn:cts:greekLit:tlg0007.tlg137	tlg0007.tlg137
plutarchus.sulla	urn:cts:greekLit:tlg0007.tlg033	tlg0007.tlg033
plutarchus.themistocles	urn:cts:greekLit:tlg0007.tlg010	tlg0007.tlg010
plutarchus.theseus	urn:cts:greekLit:tlg0007.tlg001	tlg0007.tlg001
plutarchus.tiberius-et-gaius-gracchus	urn:cts:greekLit:tlg0007.tlg052	tlg0007.tlg052
plutarchus.timoleon	urn:cts:greekLit:tlg0007.tlg018	tlg0007.tlg018
plutarchus.titus-flamininus	urn:cts:greekLit:tlg0007.tlg028	tlg0007.tlg028
plutarchus.virtus-doceri-possit-439a-440c	urn:cts:greekLit:tlg0007.tlg093	tlg0007.tlg093
plutarchus.vitae-decem-oratorum-sp-832b-852e	urn:cts:greekLit:tlg0007.tlg121	tlg0007.tlg121
plutarchus.vitiositas-ad-infelicitatem-sufficiat-498a-500a	urn:cts:greekLit:tlg0007.tlg099	tlg0007.tlg099
polemo-iliensis.fragmenta	urn:cts:greekLit:tlg0586.tlg001	tlg0586.tlg001
poliochus.fragmenta	urn:cts:greekLit:tlg0498.tlg001	tlg0498.tlg001
polyaenus.excerpta-polyaeni	urn:cts:greekLit:tlg0616.tlg002	tlg0616.tlg002
polyaenus.strategemata	urn:cts:greekLit:tlg0616.tlg001	tlg0616.tlg001
polybius-history.historiae	urn:cts:greekLit:tlg0543.tlg001	tlg0543.tlg001
polycarpus.epistula-ad-philippenses	urn:cts:greekLit:tlg1622.tlg001	tlg1622.tlg001
polycharmus.fragmenta	urn:cts:greekLit:tlg1623.tlg001	tlg1623.tlg001
polyclitus.testimonia	urn:cts:greekLit:tlg1625.tlg001	tlg1625.tlg001
polycrates-history.fragmentum	urn:cts:greekLit:tlg1627.tlg002	tlg1627.tlg002
polycrates-scr-eccl.fragmentum-synodicae-epistulae	urn:cts:greekLit:tlg1626.tlg001	tlg1626.tlg001
polystratus.peri-lo-gou-katafronh-sews-p-herc-336-1150	urn:cts:greekLit:tlg1629.tlg001	tlg1629.tlg001
polyzelus.fragmenta	urn:cts:greekLit:tlg0499.tlg001	tlg0499.tlg001
pompeius-macer.fragmentum	urn:cts:greekLit:tlg0346.tlg001	tlg0346.tlg001
porphyrius-tyrius.fragmenta	urn:cts:greekLit:tlg2034.tlg025	tlg2034.tlg025
porphyrius.ad-marcellam	urn:cts:greekLit:tlg2034.tlg005	tlg2034.tlg005
porphyrius.chronica	urn:cts:greekLit:tlg2034.tlg010	tlg2034.tlg010
porphyrius.contra-christianos-fragmenta	urn:cts:greekLit:tlg2034.tlg023	tlg2034.tlg023
porphyrius.de-abstinentia	urn:cts:greekLit:tlg2034.tlg003	tlg2034.tlg003
porphyrius.de-antro-nympharum	urn:cts:greekLit:tlg2034.tlg004	tlg2034.tlg004
porphyrius.ei-s-ta-rmonika-ptolemai-ou-u-po-mnhma	urn:cts:greekLit:tlg2034.tlg021	tlg2034.tlg021
porphyrius.epistula-ad-anebonem	urn:cts:greekLit:tlg2034.tlg013	tlg2034.tlg013
porphyrius.historia-philosophiae-fragmenta	urn:cts:greekLit:tlg2034.tlg027	tlg2034.tlg027
porphyrius.in-aristotelis-categorias-expositio-per-interrogationem-et	urn:cts:greekLit:tlg2034.tlg007	tlg2034.tlg007
porphyrius.isagoge-sive-quinque-voces	urn:cts:greekLit:tlg2034.tlg006	tlg2034.tlg006
porphyrius.quaestionum-homericarum-ad-iliadem-pertinentium-reliquiae	urn:cts:greekLit:tlg2034.tlg014	tlg2034.tlg014
porphyrius.sententiae-ad-intelligibilia-ducentes	urn:cts:greekLit:tlg2034.tlg008	tlg2034.tlg008
porphyrius.vita-plotini	urn:cts:greekLit:tlg2034.tlg001	tlg2034.tlg001
porphyrius.vita-pythagorae	urn:cts:greekLit:tlg2034.tlg002	tlg2034.tlg002
porphyrius.zetemata-codicis-vaticani	urn:cts:greekLit:tlg2034.tlg015	tlg2034.tlg015
posidippus.fragmenta	urn:cts:greekLit:tlg0500.tlg001	tlg0500.tlg001
posidonius-olbiopolita.fragmenta	urn:cts:greekLit:tlg2187.tlg002	tlg2187.tlg002
posidonius.fragmenta	urn:cts:greekLit:tlg1052.tlg001	tlg1052.tlg001
possis-magnesius.fragmenta	urn:cts:greekLit:tlg2333.tlg003	tlg2333.tlg003
potamon.fragmenta	urn:cts:greekLit:tlg1949.tlg003	tlg1949.tlg003
pratinas.fragmenta	urn:cts:greekLit:tlg1833.tlg001	tlg1833.tlg001
praxagoras.fragmentum	urn:cts:greekLit:tlg2151.tlg002	tlg2151.tlg002
praxilla.fragmenta	urn:cts:greekLit:tlg0372.tlg001	tlg0372.tlg001
priscianus.metaphrasis-in-theophrastum	urn:cts:greekLit:tlg4014.tlg001	tlg4014.tlg001
priscus-history.fragmenta	urn:cts:greekLit:tlg2946.tlg002	tlg2946.tlg002
priscus-history.testimonia	urn:cts:greekLit:tlg2946.tlg001	tlg2946.tlg001
proclus.chrestomathia-dub-epitome	urn:cts:greekLit:tlg4036.tlg023	tlg4036.tlg023
proclus.in-platonis-rem-publicam-commentarii	urn:cts:greekLit:tlg4036.tlg001	tlg4036.tlg001
proclus.in-platonis-timaeum-commentaria	urn:cts:greekLit:tlg4036.tlg010	tlg4036.tlg010
proclus.institutio-physica	urn:cts:greekLit:tlg4036.tlg006	tlg4036.tlg006
proclus.institutio-theologica	urn:cts:greekLit:tlg4036.tlg005	tlg4036.tlg005
procopius-history.de-aedificiis-lib-1-6	urn:cts:greekLit:tlg4029.tlg003	tlg4029.tlg003
procopius-history.de-bellis	urn:cts:greekLit:tlg4029.tlg001	tlg4029.tlg001
procopius-history.historia-arcana-anecdota	urn:cts:greekLit:tlg4029.tlg002	tlg4029.tlg002
procopius-rhetoric.epistulae-1-166	urn:cts:greekLit:tlg2598.tlg005	tlg2598.tlg005
prodicus.fragmenta	urn:cts:greekLit:tlg1634.tlg002	tlg1634.tlg002
prodicus.testimonia	urn:cts:greekLit:tlg1634.tlg001	tlg1634.tlg001
promathidas-heracleota.fragmenta	urn:cts:greekLit:tlg2300.tlg004	tlg2300.tlg004
promathion.fragmenta	urn:cts:greekLit:tlg2548.tlg002	tlg2548.tlg002
protagoras.testimonia	urn:cts:greekLit:tlg1635.tlg001	tlg1635.tlg001
protagorides.fragmenta	urn:cts:greekLit:tlg1636.tlg001	tlg1636.tlg001
proxenus.fragmenta	urn:cts:greekLit:tlg1638.tlg001	tlg1638.tlg001
pseudo-apollodorus.bibliotheca-sub-nomine-apollodori	urn:cts:greekLit:tlg0548.tlg001	tlg0548.tlg001
pseudo-apollodorus.tlg0548-tlg002	urn:cts:greekLit:tlg0548.tlg002	tlg0548.tlg002
pseudo-archytas.fragmenta	urn:cts:greekLit:tlg1177.tlg001	tlg1177.tlg001
pseudo-codinus.de-annis-ab-orbe-condito	urn:cts:greekLit:tlg3168.tlg004	tlg3168.tlg004
pseudo-codinus.de-officiis-officia-palatii-constantinopoleos	urn:cts:greekLit:tlg3168.tlg001	tlg3168.tlg001
pseudo-codinus.patria-constantinopoleos	urn:cts:greekLit:tlg3168.tlg005	tlg3168.tlg005
pseudo-dioscorides.de-lapidibus	urn:cts:greekLit:tlg1118.tlg003	tlg1118.tlg003
pseudo-galenus.ad-gaurum-quomodo-animetur-fetus	urn:cts:greekLit:tlg0530.tlg006	tlg0530.tlg006
pseudo-galenus.animal-sit-quod-est-in-utero	urn:cts:greekLit:tlg0530.tlg002	tlg0530.tlg002
pseudo-galenus.de-affectuum-renibus-insidentium-dignotione-et-curatione-liber	urn:cts:greekLit:tlg0530.tlg045	tlg0530.tlg045
pseudo-galenus.de-fasciis-liber	urn:cts:greekLit:tlg0530.tlg005	tlg0530.tlg005
pseudo-galenus.de-historia-philosophica	urn:cts:greekLit:tlg0530.tlg042	tlg0530.tlg042
pseudo-galenus.de-humoribus-liber	urn:cts:greekLit:tlg0530.tlg009	tlg0530.tlg009
pseudo-galenus.de-optima-secta-ad-thrasybulum-liber	urn:cts:greekLit:tlg0530.tlg043	tlg0530.tlg043
pseudo-galenus.de-ponderibus-et-mensuris	urn:cts:greekLit:tlg0530.tlg022	tlg0530.tlg022
pseudo-galenus.de-pulsibus-ad-antonium-disciplinae-studiosum-ac-philosophum	urn:cts:greekLit:tlg0530.tlg026	tlg0530.tlg026
pseudo-galenus.de-remediis-parabilibus-libri-iii	urn:cts:greekLit:tlg0530.tlg029	tlg0530.tlg029
pseudo-galenus.de-succedaneis-liber	urn:cts:greekLit:tlg0530.tlg031	tlg0530.tlg031
pseudo-galenus.de-theriaca-ad-pamphilianum	urn:cts:greekLit:tlg0530.tlg032	tlg0530.tlg032
pseudo-galenus.de-urinis	urn:cts:greekLit:tlg0530.tlg033	tlg0530.tlg033
pseudo-galenus.de-urinis-compendium	urn:cts:greekLit:tlg0530.tlg034	tlg0530.tlg034
pseudo-galenus.de-urinis-ex-hippocrate-galeno-et-aliis-quibusdam	urn:cts:greekLit:tlg0530.tlg035	tlg0530.tlg035
pseudo-galenus.de-venae-sectione	urn:cts:greekLit:tlg0530.tlg036	tlg0530.tlg036
pseudo-galenus.de-victus-ratione-in-morbis-acutis-ex-hippocratis-sententia-liber	urn:cts:greekLit:tlg0530.tlg037	tlg0530.tlg037
pseudo-galenus.definitiones-medicae	urn:cts:greekLit:tlg0530.tlg041	tlg0530.tlg041
pseudo-galenus.introductio-seu-medicus	urn:cts:greekLit:tlg0530.tlg012	tlg0530.tlg012
pseudo-galenus.praesagitio-omnino-vera-expertaque	urn:cts:greekLit:tlg0530.tlg023	tlg0530.tlg023
pseudo-galenus.prognostica-de-decubitu-ex-mathematica-scientia	urn:cts:greekLit:tlg0530.tlg024	tlg0530.tlg024
pseudo-hippocrates.de-septimestri-partu	urn:cts:greekLit:tlg0751.tlg034	tlg0751.tlg034
pseudo-hippocrates.ermhnei-peri-e-nergw-n-li-qwn	urn:cts:greekLit:tlg0751.tlg005	tlg0751.tlg005
pseudo-justinus-martyr.cohortatio-ad-gentiles	urn:cts:greekLit:tlg0646.tlg002	tlg0646.tlg002
pseudo-justinus-martyr.confutatio-dogmatum-quorundam-aristotelicorum	urn:cts:greekLit:tlg0646.tlg008	tlg0646.tlg008
pseudo-justinus-martyr.de-monarchia	urn:cts:greekLit:tlg0646.tlg003	tlg0646.tlg003
pseudo-justinus-martyr.de-resurrectione	urn:cts:greekLit:tlg0646.tlg005	tlg0646.tlg005
pseudo-justinus-martyr.epistula-ad-diognetum	urn:cts:greekLit:tlg0646.tlg004	tlg0646.tlg004
pseudo-justinus-martyr.epistula-ad-zenam-et-serenum	urn:cts:greekLit:tlg0646.tlg007	tlg0646.tlg007
pseudo-justinus-martyr.expositio-rectae-fidei	urn:cts:greekLit:tlg0646.tlg006	tlg0646.tlg006
pseudo-justinus-martyr.fragmenta	urn:cts:greekLit:tlg0646.tlg012	tlg0646.tlg012
pseudo-justinus-martyr.oratio-ad-gentiles	urn:cts:greekLit:tlg0646.tlg001	tlg0646.tlg001
pseudo-justinus-martyr.quaestiones-christianorum-ad-gentiles	urn:cts:greekLit:tlg0646.tlg010	tlg0646.tlg010
pseudo-justinus-martyr.quaestiones-et-responsiones-ad-orthodoxos	urn:cts:greekLit:tlg0646.tlg009	tlg0646.tlg009
pseudo-justinus-martyr.quaestiones-gentilium-ad-christianos	urn:cts:greekLit:tlg0646.tlg011	tlg0646.tlg011
pseudo-lucianus.amores	urn:cts:greekLit:tlg0061.tlg002	tlg0061.tlg002
pseudo-lucianus.asinus	urn:cts:greekLit:tlg0061.tlg001	tlg0061.tlg001
pseudo-lucianus.charidemus	urn:cts:greekLit:tlg0061.tlg008	tlg0061.tlg008
pseudo-lucianus.cynicus	urn:cts:greekLit:tlg0061.tlg006	tlg0061.tlg006
pseudo-lucianus.demosthenis-encomium	urn:cts:greekLit:tlg0061.tlg003	tlg0061.tlg003
pseudo-lucianus.halcyon	urn:cts:greekLit:tlg0061.tlg004	tlg0061.tlg004
pseudo-lucianus.ocypus	urn:cts:greekLit:tlg0061.tlg005	tlg0061.tlg005
pseudo-lucianus.philopatris	urn:cts:greekLit:tlg0061.tlg007	tlg0061.tlg007
pseudo-plutarchus.de-fluviis	urn:cts:greekLit:tlg0094.tlg001	tlg0094.tlg001
pseudo-plutarchus.de-musica-1131b-1147a	urn:cts:greekLit:tlg0094.tlg002	tlg0094.tlg002
pseudo-plutarchus.placita-philosophorum-874d-911c	urn:cts:greekLit:tlg0094.tlg003	tlg0094.tlg003
pseudo-polemon.physiognomonica	urn:cts:greekLit:tlg2233.tlg001	tlg2233.tlg001
pseudo-polemon.physiognomonica-2	urn:cts:greekLit:tlg2233.tlg002	tlg2233.tlg002
pseudo-scymnus.ad-nicomedem-regem-vv-1-980-sub-titulo-orbis	urn:cts:greekLit:tlg0068.tlg001	tlg0068.tlg001
pseudo-symeon.chronographia-partim-edita-e-cod-paris-gr-1712	urn:cts:greekLit:tlg3182.tlg001	tlg3182.tlg001
pseudo-zonaras.lexicon	urn:cts:greekLit:tlg3136.tlg001	tlg3136.tlg001
ptolemaeus-grammar.ptolemaeus-gramm-valckenaer-ammonius	urn:cts:greekLit:tlg1643.tlg001	tlg1643.tlg001
ptolemaeus-viii-euergetes-ii.fragmenta	urn:cts:greekLit:tlg1645.tlg001	tlg1645.tlg001
ptolemaeus.fragmenta	urn:cts:greekLit:tlg1646.tlg001	tlg1646.tlg001
publius-aelius-phlegon.de-mirabilibus	urn:cts:greekLit:tlg0585.tlg001	tlg0585.tlg001
publius-herennius-dexippus.fragmenta	urn:cts:greekLit:tlg2141.tlg001	tlg2141.tlg001
publius-rutilius-rufus.fragmenta	urn:cts:greekLit:tlg2546.tlg003	tlg2546.tlg003
pyrgion.fragmenta	urn:cts:greekLit:tlg1648.tlg002	tlg1648.tlg002
pyrrhus-epirota.fragmenta	urn:cts:greekLit:tlg2160.tlg002	tlg2160.tlg002
pythaenetus.fragmenta	urn:cts:greekLit:tlg1649.tlg001	tlg1649.tlg001
pythagoras.fragmenta	urn:cts:greekLit:tlg0632.tlg002	tlg0632.tlg002
pythagoras.testimonia	urn:cts:greekLit:tlg0632.tlg006	tlg0632.tlg006
pythagoristae-d-k.testimonia-et-fragmenta	urn:cts:greekLit:tlg2239.tlg001	tlg2239.tlg001
pythermus-ephesius.fragmenta	urn:cts:greekLit:tlg1651.tlg002	tlg1651.tlg002
pythocles-samius.fragmenta	urn:cts:greekLit:tlg2560.tlg002	tlg2560.tlg002
quintus-fabius-pictor.fragmenta	urn:cts:greekLit:tlg2542.tlg003	tlg2542.tlg003
quintus.posthomerica	urn:cts:greekLit:tlg2046.tlg001	tlg2046.tlg001
rhianus.fragmenta	urn:cts:greekLit:tlg0219.tlg001	tlg0219.tlg001
rhinthon.fragmenta	urn:cts:greekLit:tlg1654.tlg001	tlg1654.tlg001
rufus-medicine.de-renum-et-vesicae-morbis	urn:cts:greekLit:tlg0564.tlg001	tlg0564.tlg001
rufus-soph.ars-rhetorica	urn:cts:greekLit:tlg0606.tlg001	tlg0606.tlg001
salaminius-hermias-sozomenus.historia-ecclesiastica	urn:cts:greekLit:tlg2048.tlg001	tlg2048.tlg001
sallustius.de-deis-et-mundo	urn:cts:greekLit:tlg2049.tlg001	tlg2049.tlg001
salmanas.me-qodos-di-h-s-potelei-tai-h-sfairoeidh-s-xa-laza	urn:cts:greekLit:tlg4340.tlg001	tlg4340.tlg001
sannyrion.fragmenta	urn:cts:greekLit:tlg0501.tlg001	tlg0501.tlg001
sappho.fragmenta	urn:cts:greekLit:tlg0009.tlg001	tlg0009.tlg001
satyrus-biography.fragmenta	urn:cts:greekLit:tlg0608.tlg002	tlg0608.tlg002
satyrus.vita-euripidis-p-oxy-9-1176	urn:cts:greekLit:tlg0608.tlg001	tlg0608.tlg001
scamon-mytilenaeus.fragmenta	urn:cts:greekLit:tlg2330.tlg003	tlg2330.tlg003
scholia-in-aelium-aristidem.scholia-in-aelium-aristidem-scholia-vetera	urn:cts:greekLit:tlg5008.tlg001	tlg5008.tlg001
scholia-in-aeschinem.scholia-in-aeschinem-scholia-vetera	urn:cts:greekLit:tlg5009.tlg001	tlg5009.tlg001
scholia-in-aeschylum.scholia-in-aeschylum-scholia-vetera	urn:cts:greekLit:tlg5010.tlg001	tlg5010.tlg001
scholia-in-apollonium-rhodium.scholia-in-apollonii-rhodii-argonautica-scholia-vetera	urn:cts:greekLit:tlg5012.tlg001	tlg5012.tlg001
scholia-in-aratum.scholia-in-aratum-scholia-vetera	urn:cts:greekLit:tlg5013.tlg001	tlg5013.tlg001
scholia-in-aristophanem.scholia-in-acharnenses-scholia-vetera-et-recentiora-triclinii	urn:cts:greekLit:tlg5014.tlg001	tlg5014.tlg001
scholia-in-callimachum.schol-callim-schneider	urn:cts:greekLit:tlg5016.tlg001	tlg5016.tlg001
scholia-in-demosthenem.scholia-demosthenem-dindorf-v8	urn:cts:greekLit:tlg5017.tlg001	tlg5017.tlg001
scholia-in-dionysium-periegetam.scholia-in-dionysii-periegetae-orbis-descriptionem-scholia-vetera	urn:cts:greekLit:tlg5019.tlg001	tlg5019.tlg001
scholia-in-dionysium-periegetam.scholia-in-dionysii-periegetae-orbis-descriptionem-scholia-vetera-2	urn:cts:greekLit:tlg5019.tlg002	tlg5019.tlg002
scholia-in-euclidem.scholia-in-euclidis-catoptrica-scholia-vetera	urn:cts:greekLit:tlg5022.tlg005	tlg5022.tlg005
scholia-in-euclidem.scholia-in-euclidis-data-et-catoptrica-scholia-vetera	urn:cts:greekLit:tlg5022.tlg007	tlg5022.tlg007
scholia-in-euclidem.scholia-in-euclidis-data-scholia-vetera	urn:cts:greekLit:tlg5022.tlg002	tlg5022.tlg002
scholia-in-euclidem.scholia-in-euclidis-optica-scholia-vetera	urn:cts:greekLit:tlg5022.tlg003	tlg5022.tlg003
scholia-in-euclidem.scholia-in-euclidis-phaenomena-scholia-vetera	urn:cts:greekLit:tlg5022.tlg006	tlg5022.tlg006
scholia-in-euclidem.scholia-in-opticorum-recensionem-theonis-scholia-vetera	urn:cts:greekLit:tlg5022.tlg004	tlg5022.tlg004
scholia-in-euripidem.scholia-in-euripidem-scholia-vetera	urn:cts:greekLit:tlg5023.tlg001	tlg5023.tlg001
scholia-in-euripidem.scholia-in-euripidis-hecubam-scholia-vetera-et-scholia-recentiora-thomae-magistri-triclinii-moschopuli-et-anonyma	urn:cts:greekLit:tlg5023.tlg014	tlg5023.tlg014
scholia-in-euripidem.scholia-in-euripidis-hippolytum	urn:cts:greekLit:tlg5023.tlg013	tlg5023.tlg013
scholia-in-euripidem.scholia-in-euripidis-orestem-scholia-vetera-et-scholia-recentiora-thomae-magistri-triclinii-moschopuli-et-anonyma	urn:cts:greekLit:tlg5023.tlg015	tlg5023.tlg015
scholia-in-euripidem.scholia-in-euripidis-phoenissas-scholia-vetera-et-scholia-recentiora-thomae-magistri-triclinii-moschopuli-et-anonyma	urn:cts:greekLit:tlg5023.tlg016	tlg5023.tlg016
scholia-in-euripidem.scholia-in-euripidis-rhesum	urn:cts:greekLit:tlg5023.tlg011	tlg5023.tlg011
scholia-in-euripidem.scholia-in-euripidis-troiades	urn:cts:greekLit:tlg5023.tlg012	tlg5023.tlg012
scholia-in-euripidem.vitae-euripidis	urn:cts:greekLit:tlg5023.tlg010	tlg5023.tlg010
scholia-in-hesiodum.scholia-in-opera-et-dies-scholia-vetera	urn:cts:greekLit:tlg5025.tlg001	tlg5025.tlg001
scholia-in-homerum.scholia-in-iliadem-scholia-vetera	urn:cts:greekLit:tlg5026.tlg001	tlg5026.tlg001
scholia-in-homerum.scholia-in-odysseam-scholia-vetera	urn:cts:greekLit:tlg5026.tlg007	tlg5026.tlg007
scholia-in-isocratem.scholia-in-isocratem-scholia-vetera	urn:cts:greekLit:tlg5028.tlg001	tlg5028.tlg001
scholia-in-lucianum.scholia-in-lucianum-scholia-vetera-et-recentiora-arethae	urn:cts:greekLit:tlg5029.tlg001	tlg5029.tlg001
scholia-in-lycophronem.scholia-in-lycophronem-scholia-vetera-et-recentiora-partim-isaac-et	urn:cts:greekLit:tlg5030.tlg001	tlg5030.tlg001
scholia-in-nicandrum.scholia-et-glossae-in-nicandri-alexipharmaca-scholia-vetera-et	urn:cts:greekLit:tlg5031.tlg002	tlg5031.tlg002
scholia-in-nicandrum.scholia-et-glossae-in-nicandri-theriaca-scholia-vetera-et	urn:cts:greekLit:tlg5031.tlg001	tlg5031.tlg001
scholia-in-oppianum.scholia-et-glossae-in-cynegetica-scholia-vetera-et-recentiora	urn:cts:greekLit:tlg5032.tlg001	tlg5032.tlg001
scholia-in-oppianum.scholia-et-glossae-in-halieutica-scholia-vetera-et-recentiora	urn:cts:greekLit:tlg5032.tlg002	tlg5032.tlg002
scholia-in-pindarum.scholia-in-pindarum-scholia-vetera	urn:cts:greekLit:tlg5034.tlg001	tlg5034.tlg001
scholia-in-platonem.scholia-in-platonem-scholia-vetera	urn:cts:greekLit:tlg5035.tlg001	tlg5035.tlg001
