slug	work_id	title	author	author_id	cts_urn	tlg	wikidata	source	edition	license	passages	tokens	tokens_lemmatized	correction	unattested_rate	scheme_class	scheme	scheme_depth	sha256
origenes.excerpta-in-psalmos-dub	ogc002636	Excerpta In Psalmos Dub.	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg074	tlg2042.tlg074		first1k	1st1K-grc1	CC-BY-SA-4.0	53	8658	8527	not-ocr		logical-numeric	ref.sub	2	5408744cea0375f19e609f4a7b447215ce04366a598447f1e04330a9074bfb11
origenes.exhortatio-ad-martyrium	ogc002637	Exhortatio Ad Martyrium	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg007	tlg2042.tlg007	Q42189738	first1k	perseus-grc1	CC-BY-SA-4.0	51	12332	12229	not-ocr		logical-numeric	ref	1	7902fd2fde4773e1db1a0a155f93f6c19324014e4f135f4aa9d4324f44ce9ce7
origenes.expositio-in-proverbia-fragmenta-e-catenis	ogc002638	Expositio In Proverbia (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg075	tlg2042.tlg075		first1k	1st1K-grc1	CC-BY-SA-4.0	285	17479	17187	not-ocr		logical-numeric	ref.sub	2	addb20e28b1b1984b86991e3a7fc618547920433e376e505feb7f0ef77a6b7e6
origenes.fragmenta-ex-commentariis-in-ezechielem	ogc002639	Fragmenta Ex Commentariis In Ezechielem	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg061	tlg2042.tlg061		first1k	1st1K-grc1	CC-BY-SA-4.0	4	328	321	not-ocr		logical-numeric	ref.sub	2	4c90e957423937e28de466617beaf51df8f76a60505229f24fb69f434c478f0f
origenes.fragmenta-in-evangelium-joannis-in-catenis	ogc002640	Fragmenta In Evangelium Joannis (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg006	tlg2042.tlg006		first1k	1st1K-grc1	CC-BY-SA-4.0	138	21986	21770	not-ocr		logical-numeric	ref	1	1baa68ed6ba09d0a09165d08e5b367ee361c5b0b42d1d829e72dddfc1586e149
origenes.fragmenta-in-jeremiam-e-philocalia	ogc002641	Fragmenta In Jeremiam (E Philocalia)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg084	tlg2042.tlg084		first1k	opp-grc1	CC-BY-SA-4.0	4	743	737	not-ocr		logical-numeric	ref.sub	2	28774ac29af3cb6dfffde415a60c4bff19ec10d5975e775413f7236a24755351
origenes.fragmenta-in-jeremiam-in-catenis	ogc002642	Fragmenta In Jeremiam (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg010	tlg2042.tlg010		first1k	opp-grc1	CC-BY-SA-4.0	71	8240	8051	not-ocr		logical-numeric	ref	1	46540611d1537e84eb86878cd1d7020082d5ef5dd0c5648b44824b6e02a2cee0
origenes.fragmenta-in-lamentationes-in-catenis	ogc002643	Fragmenta In Lamentationes (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg011	tlg2042.tlg011		first1k	opp-grc1	CC-BY-SA-4.0	118	10249	10066	not-ocr		logical-numeric	ref	1	f5ccd3eda989e3fe987890b38572ad87140a31cdb363afacf66a6508e0650f7d
origenes.fragmenta-in-librum-primum-regnorum-in-catenis	ogc002644	Fragmenta In Librum Primum Regnorum (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg014	tlg2042.tlg014		first1k	opp-grc1	CC-BY-SA-4.0	22	1906	1888	not-ocr		logical-numeric	ref	1	f63e17d81e2c3774bd0baea8f96d039208d2c7e8a786850641b33630da0a3f23
origenes.fragmenta-in-lucam-in-catenis	ogc002645	Fragmenta In Lucam (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg017	tlg2042.tlg017		first1k	opp-grc1	CC-BY-SA-4.0	153	13918	13697	not-ocr		mixed			2b7ac9253a349a1b8bb7e45bec040f7e05a79bc24541a85eb5b254b9c86dc821
origenes.fragmenta-in-psalmos-1-150-dub	ogc002646	Fragmenta In Psalmos 1-150 Dub.	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg044	tlg2042.tlg044		first1k	1st1K-grc1	CC-BY-SA-4.0	116	7826	7750	not-ocr		logical-numeric	ref.sub	2	012a0c67c2b3b6486256f7fb7939379c054d91bb60009f92d37589722b8c89a1
origenes.fragmentum-in-lamentationes-in-catenis	ogc002647	Fragmentum In Lamentationes (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg012	tlg2042.tlg012		first1k	opp-grc1	CC-BY-SA-4.0	1	166	165	not-ocr		logical-numeric	ref	1	2c1a7782f526d395cc29f8ce4be05c22a3e68825d58c102bab8a3ab7ddf001da
origenes.fragmentum-in-librum-primum-regnorum-in-catenis	ogc002648	Fragmentum In Librum Primum Regnorum (In Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg015	tlg2042.tlg015		first1k	opp-grc1	CC-BY-SA-4.0	1	83	81	not-ocr		logical-numeric	ref	1	e6d05cbf59f29348391ed11219b0eaefbbb6c695c1234f3901d5ef57d969f4f2
origenes.homiliae-in-job-fragmenta-in-catenis-typus-i-e-codd-paris	ogc002649	Homiliae In Job (Fragmenta In Catenis, Typus I) (E Codd. Paris.)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg057	tlg2042.tlg057		first1k	1st1K-grc1	CC-BY-SA-4.0	11	3028	2985	not-ocr		logical-numeric	ref	1	f1305d5fd624d89eb1710d851675fd8f7b25495043d0f2fe7bf901b55e879817
origenes.homiliae-in-job-fragmenta-in-catenis-typus-ii-e-codd-marc-gr	ogc002650	Homiliae In Job (Fragmenta In Catenis, Typus II) (E Codd. Marc. Gr	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg073	tlg2042.tlg073		first1k	1st1K-grc1	CC-BY-SA-4.0	108	8470	8316	not-ocr		logical-numeric	ref.sub	2	412b0c86f48fa1d3779a9aa7c130f92c0bad849b60a34e705c75bfee773e1fcf
origenes.homiliae-in-job-fragmenta-in-catenis-typus-iii-e-codd-vat	ogc002651	Homiliae In Job (Fragmenta In Catenis, Typus III) (E Codd. Vat.)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg086	tlg2042.tlg086		first1k	1st1K-grc1	CC-BY-SA-4.0	92	6070	6007	not-ocr		mixed			9b4e89e05f8e8e1ffcea0c56b39662418232c1ac72ab1f861667b498f8e07276
origenes.homiliae-in-lucam	ogc002652	Homiliae In Lucam	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg016	tlg2042.tlg016		first1k	opp-grc1	CC-BY-SA-4.0	36	17232	16873	not-ocr		logical-numeric	ref	1	a64f3eab90abb77d33188b3f29dd49571d12c4890f6d97214b6157c10df2b9fb
origenes.in-jeremiam-homiliae-1-11	ogc002653	In Jeremiam (Homiliae 1-11)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg009	tlg2042.tlg009		first1k	opp-grc1	CC-BY-SA-4.0	76	24058	23782	not-ocr		logical-numeric	ref.sub	2	043228a882d43bb485a1c158797aa9b4a03658369eae683768efa669bb16b7eb
origenes.in-jeremiam-homiliae-12-20	ogc002654	In Jeremiam (Homiliae 12-20)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg021	tlg2042.tlg021		first1k	opp-grc1	CC-BY-SA-4.0	79	30552	30197	not-ocr		logical-numeric	ref.sub	2	e9c9e2be7b5620037140d6fd2d2b3e6abc2d5b8847aa98687f48979a041ea9f5
origenes.philocalia-sive-ecloga-de-operibus-origenis-basilio-et	ogc002655	Philocalia Sive Ecloga De Operibus Origenis A Basilio Et	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg019	tlg2042.tlg019		first1k	1st1K-grc1	CC-BY-SA-4.0	247	63387	62726	not-ocr		logical-numeric	ref.sub.sub	3	b0900aba035f0e5be8ca92da53fb9b3d99bd780b4f338ff9eb00520641403fca
origenes.scholia-in-canticum-canticorum	ogc002656	Scholia In Canticum Canticorum	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg076	tlg2042.tlg076		first1k	1st1K-grc1	CC-BY-SA-4.0	118	6960	6855	not-ocr		logical-numeric	ref.sub	2	94403087b84f7ff9b5964e9a7cd852b0f1080b1ac645c022c30e68070979ebb8
origenes.scholia-in-lucam-fragmenta-e-cod-venet-28	ogc002657	Scholia In Lucam (Fragmenta E Cod. Venet. 28)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg078	tlg2042.tlg078		first1k	1st1K-grc1	CC-BY-SA-4.0	96	10760	10388	not-ocr		logical-numeric	ref.sub.sub	3	9b82d09bae753e8fe23e0d4570697798ee5d383e7df7ac1d0b11bff075441f05
origenes.scholia-in-matthaeum	ogc002658	Scholia In Matthaeum	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg077	tlg2042.tlg077		first1k	1st1K-grc1	CC-BY-SA-4.0	20	4212	4155	not-ocr		logical-numeric	ref.sub	2	adac7397380367af4642e15301e4e00c18c96d30c57631d4cb9578c6af6cdcab
origenes.selecta-in-deuteronomium-fragmenta-e-catenis	ogc002659	Selecta In Deuteronomium (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg053	tlg2042.tlg053		first1k	1st1K-grc1	CC-BY-SA-4.0	39	2397	2369	not-ocr		logical-numeric	ref	1	424b27d8463c84b5da6e1eb2c366b5b0315705cde87c0a00acc3f3fc6e511baf
origenes.selecta-in-exodum-fragmenta-e-catenis	ogc002660	Selecta In Exodum (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg050	tlg2042.tlg050		first1k	1st1K-grc1	CC-BY-SA-4.0	29	3154	3113	not-ocr		logical-numeric	ref	1	2d45b30093142f37bcc3fc0fc4f67aea507d2aa5b16db2238148b31ec058d43a
origenes.selecta-in-genesim-fragmenta-e-catenis	ogc002661	Selecta In Genesim (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg048	tlg2042.tlg048		first1k	1st1K-grc1	CC-BY-SA-4.0	156	9699	9392	not-ocr		logical-numeric	ref.sub	2	4df157998f1e643c156a54041168243380f137a0ea317f61ebe6b47364451b08
origenes.selecta-in-jesu-nave-fragmenta-e-catenis	ogc002662	Selecta In Jesu Nave (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg054	tlg2042.tlg054		first1k	1st1K-grc1	CC-BY-SA-4.0	16	928	913	not-ocr		logical-numeric	ref	1	c272d22c9dc6278717f6a38678fac4e3afe8356f48f365ec29c8752292c8c751
origenes.selecta-in-judices-fragmenta-e-catenis	ogc002663	Selecta In Judices (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg055	tlg2042.tlg055		first1k	1st1K-grc1	CC-BY-SA-4.0	7	265	257	not-ocr		logical-numeric	ref	1	63df3898b7ac8f650564709e363c51ca7ce0376ca6a0446867756aee55fa2537
origenes.selecta-in-leviticum-fragmenta-e-catenis	ogc002664	Selecta In Leviticum (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg051	tlg2042.tlg051		first1k	1st1K-grc1	CC-BY-SA-4.0	23	1469	1441	not-ocr		logical-numeric	ref	1	2d3ba9a79a035db0133ca1b49421c4b911e2b6d4fe792a343bcd4bcda313fa16
origenes.selecta-in-numeros	ogc002665	Selecta In Numeros	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg052	tlg2042.tlg052		first1k	1st1K-grc1	CC-BY-SA-4.0	35	1687	1656	not-ocr		logical-numeric	ref	1	c98d45a576f45bc286c1dc90dd37a3b953adf21ab224ac3cef182aa6fe981f81
origenes.selecta-in-psalmos-dub-fragmenta-e-catenis	ogc002666	Selecta In Psalmos Dub. (Fragmenta E Catenis)	Origenes	oga000983	urn:cts:greekLit:tlg2042.tlg058	tlg2042.tlg058		first1k	1st1K-grc1	CC-BY-SA-4.0	1492	98327	96126	not-ocr		logical-numeric	ref.sub	2	205b06200d61d0992e66bfab16cd54a3296d64f659178bf84bfa9203d74ce2c8
orphica.argonautica	ogc003641	Argonautica	Orphica	oga000984	urn:cts:greekLit:tlg0579.tlg002	tlg0579.tlg002		ocr	qwen36-abel-orphica-argonautica	PD	1093	6794	6013	auto-corrected	0.249002	edition-prefixed			ed7abc6e0bcc77cd62d5990a7dca1f7d1541e336ad3b17143b26105684c7348a
orphica.fragmenta-2	ogc002667	Fragmenta	Orphica	oga000984	urn:cts:greekLit:tlg0579.tlg010	tlg0579.tlg010		first1k	1st1K-grc1	CC-BY-SA-4.0	28	2418	2348	not-ocr		logical-numeric	ref	1	e866a0c640db896ca23f49562ad7126c76963b5f38ba4df70f56d5b740faaa8e
orphica.hymni	ogc003642	Hymni	Orphica	oga000984	urn:cts:greekLit:tlg0579.tlg001	tlg0579.tlg001		ocr	qwen36-abel-orphica-hymni	PD	1017	5519	4737	auto-corrected	0.297541	edition-prefixed			7056be1565d89340af024ed2af094a03b47f803c6f4f2235f967515a824dc5d8
orphica.lithica	ogc003643	Lithica	Orphica	oga000984	urn:cts:greekLit:tlg0579.tlg003	tlg0579.tlg003		ocr	qwen36-abel-orphica-lithica	PD	328	2518	2224	raw-ocr	0.294908	edition-prefixed			5366550bd7974d27808015599e389e283625a0937b14726dfb718cd205659528
orphica.testimonia	ogc002668	Testimonia	Orphica	oga000984	urn:cts:greekLit:tlg0579.tlg009	tlg0579.tlg009		ocr	qwen36-nausiphanes_diels_fvs2	PD	172	2796	2660	auto-corrected	0.167144	edition-prefixed			a99a3f1854eba3a2f6a1f9764022f7a179e5cf4906d4a6624aba9aa00f01da01
ostanes-magus.osta-nou-filoso-fou-pro-s-peta-sion-peri-th-s-i-era-s-tau-ths-kai	ogc002669	Ὀστάνου φιλοσόφου πρὸς Πετάσιον περὶ τῆς ἱερᾶς ταύτης καὶ	Ostanes Magus	oga000985	urn:cts:greekLit:tlg1016.tlg001	tlg1016.tlg001		ocr	qwen36-berthelot_alchimistes_grec	PD	64	416	384	auto-corrected	0.241525	edition-prefixed			cbed851113bb2788ca5b1d35654acf6708f0c49333067a8ebe378dfba3a9be9a
palaephatus-abydenus.fragmenta	ogc002670	Fragmenta	palaephatus-abydenus	oga000987				dfhg	dfhg	CC-BY-SA-4.0	4	119	119	not-ocr		logical-numeric	ref.sub	2	8dfb1f0fa3f72a6c530d50f3ddd866f51da7108b48cd5b8e6c546693155203c5
palaephatus.de-incredibilibus	ogc002671	De Incredibilibus	Palaephatus	oga000986	urn:cts:greekLit:tlg1553.tlg001	tlg1553.tlg001	Q29747577	first1k	1st1K-grc1	CC-BY-SA-4.0	53	7424	7370	not-ocr		logical-numeric	ref	1	290ffc27020ddc070fcedd3f43c7ea30e7a073f9a25d6e8bf5ee6930e4bc486f
pallas.fragmenta	ogc002672	Fragmenta	pallas	oga000989				dfhg	dfhg	CC-BY-SA-4.0	1	23	23	not-ocr		logical-numeric	ref.sub	2	218637034a13b136d6d98359b0316a65eabd00b2d4ce5aa80311676705cce06c
pamphila.fragmenta	ogc002673	Fragmenta	Pamphila	oga000990	urn:cts:greekLit:tlg1828.tlg001	tlg1828.tlg001		dfhg	dfhg	CC-BY-SA-4.0	8	284	282	not-ocr		logical-numeric	ref.sub	2	0d6ebd713dda3fd739837f54e54e782c70e2387226e2d303872bb42f2d811379
pamphilus.fragmenta	ogc002674	Fragmenta	pamphilus	oga000991				dfhg	dfhg	CC-BY-SA-4.0	1	23	23	not-ocr		logical-numeric	ref.sub	2	cb1d803e32a232e9c4c3517591e5b828e81658b968e0870f958db277df105ba1
pancrates-epigram.fragmenta	ogc003644	Fragmenta	Pancrates	oga001426	urn:cts:greekLit:tlg1556.tlg001	tlg1556.tlg001		ocr	qwen36-oxyrhynchuspapyr08gren	PD	61	211	125	raw-ocr	0.721311	edition-prefixed			fa7edd6c1e9d4fba848b8ce24b5101bc9f038eb412a146911eec99d8e2a8a725
pantaenus.fragmenta	ogc003745	Fragmenta	pantaenus	oga001460				cgpg	cgpg	CC-BY-4.0	2	225	220	raw-ocr	0.036232	mixed			16d6d2908a953acb4e23962cdc8eebf9b0e04cf4d3e1903d11109bc475f87de9
panyassis.fragmenta-epica	ogc002675	Fragmenta Epica	Panyassis	oga000992	urn:cts:greekLit:tlg1557.tlg001	tlg1557.tlg001		ocr	qwen36-panyassis_kinkel_egf	PD	3804	33197	32095	auto-corrected	0.174810	edition-prefixed			d7ca834778d6807b765e904464ad347aa523be85ad0c47a6d2fa044bf797e3f3
papias.fragmenta	ogc003746	Fragmenta	Papias	oga001461	urn:cts:greekLit:tlg1558.tlg001	tlg1558.tlg001		cgpg	cgpg	CC-BY-4.0	4	708	698	manual	0.022727	mixed			abad5a4af2fb9e1fdb838974a9c6d4f8d2c9dd424aa8c0aeef8727d4dad16aff
pappus-mathematics.synagoge	ogc002676	Synagoge	Pappus	oga000993	urn:cts:greekLit:tlg2032.tlg001	tlg2032.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	304	51659	51172	not-ocr		logical-numeric	ref.sub	2	dcd8fa326baa6d3983081d7c808b7ec801cf1ef3abbf379400af365a49b6adb9
paradoxographus-florentinus.mirabilia-de-aquis	ogc002677	Mirabilia De Aquis	Paradoxographus Florentinus	oga000994	urn:cts:greekLit:tlg0580.tlg001	tlg0580.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	43	1209	1166	not-ocr		logical-numeric	ref	1	3a42f2bce8c09d8f73bebff5f1029a6e490322b4b081e0fcdbbee6958a4d2dff
paraphrases-in-dionysium-periegetam.in-dionysii-periegetae-orbis-descriptionem	ogc002678	In Dionysii Periegetae Orbis Descriptionem	Paraphrases In Dionysium Periegetam	oga000995	urn:cts:greekLit:tlg4174.tlg001	tlg4174.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	112	13140	13023	not-ocr		logical-numeric	ref	1	6f7e315a7b178ee97c77a7dd342230a6b40f450e516fad39aba5f8dc286fa647
parmenides.fragmenta	ogc002679	Fragmenta	Parmenides	oga000996	urn:cts:greekLit:tlg1562.tlg002	tlg1562.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	25	2545	2504	not-ocr		logical-numeric	ref	1	7894691a19ba3f871e29fc395e5787d448eb368b5cc95321252e36b575dbd51e
parmenides.testimonia	ogc002680	Testimonia	Parmenides	oga000996	urn:cts:greekLit:tlg1562.tlg001	tlg1562.tlg001		ocr	qwen36-nausiphanes_diels_fvs2	PD	1011	18863	18512	auto-corrected	0.112614	edition-prefixed			48594c52a230c2c7dffba96e62fac3e784148dc1614fde74527ed8c8f1a11907
parmiscus.testimonia-et-fragmenta	ogc002681		parmiscus	oga000997				ocr	migne-ocr-qwen36	PD	6	133	124	raw-ocr	0.170732	edition-prefixed			ea5b19571fea6047421f8089268625009d03301e6232861e9898b99241263700
parodica-anonyma.incertorum-fragmenta	ogc002682	Incertorum Fragmenta	Parodica Anonyma	oga000998	urn:cts:greekLit:tlg1801.tlg001	tlg1801.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	65	458	452	not-ocr		logical-numeric	ref.sub	2	ef9326885268b5526fa0c8d9f534ad859fec7cd8eb7cf849482f02f651d5bbcc
paron.testimonium	ogc002683	Testimonium	Paron	oga000999	urn:cts:greekLit:tlg2227.tlg001	tlg2227.tlg001		ocr	qwen36-nausiphanes_diels_fvs2	PD	3	184	184	raw-ocr	0.056604	edition-prefixed			af197c85941f0f2b0b6312c7cdd1fe30608ec2161736427ff952d6d3ea1426aa
parthax.fragmenta	ogc002684	Fragmentum	Parthax	oga001000	urn:cts:greekLit:tlg1568.tlg002	tlg1568.tlg002		dfhg	dfhg	CC-BY-SA-4.0	3	65	65	not-ocr		logical-numeric	ref.sub	2	57a00939c13aef6476d54762f0c3dc79083fd8d1e415a7ed15e15c692ce03c7f
parthenius.narrationes-amatoriae	ogc002685	Narrationes Amatoriae	Parthenius	oga001001	urn:cts:greekLit:tlg0655.tlg001	tlg0655.tlg001	Q87763753	perseus	perseus-grc2	CC-BY-SA-4.0	135	6509	6468	not-ocr		logical-numeric	ref.sub	2	5d62a8cc9f8ee18d6f3a77f241375dd71ffe14a581c2e228b8d6ff0fe953ba53
passio-perpetuae-et-felicitatis.passio-perpetuae-et-felicitatis	ogc002686	Passio Perpetuae Et Felicitatis	Passio Perpetuae Et Felicitatis	oga001002	urn:cts:greekLit:tlg2016.tlg001	tlg2016.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	22	3966	3857	not-ocr		logical-numeric	ref	1	4f0c3d63a28dd6025bb82a53522490e34032be22fc28e6cbbbe0db1671fa6674
patria-constantinopoleos.de-sepulcris-imperatorum-quae-sunt-in-templo-sanctorum-apostolorum	ogc003747	De Sepulcris Imperatorum Quae Sunt In Templo Sanctorum Apostolorum	Patria Constantinopoleos	oga001462	urn:cts:greekLit:tlg3120.tlg004	tlg3120.tlg004		cgpg	cgpg	CC-BY-4.0	8	746	718	manual	0.086681	mixed			b801ff511eb64e10bfccab1a7b6302f06751237efe4326ff16a00604c7e80e27
patria-constantinopoleos.parasta-seis-su-ntomoi-xronikai	ogc003748	Παραστάσεις σύντομοι χρονικαί	Patria Constantinopoleos	oga001462	urn:cts:greekLit:tlg3120.tlg001	tlg3120.tlg001		cgpg	cgpg	CC-BY-4.0	37	7797	7257	manual	0.126906	mixed			ca324f841f1d205f20afd1db901b1936bb4ccb9397d7c0fcd35b4c7adb3c3d07
patrocles.fragmenta	ogc002687	Fragmenta	patrocles	oga001003	urn:cts:greekLit:tlg0324.tlg001	tlg0324.tlg001		ocr	qwen36-nauck_tgf_1889-ocr	PD	33	131	131	auto-corrected	0.230769	edition-prefixed			b0fe7706f931fcd3e063cac55a6a0f2ad1c59c2bc9c05fae2639d70667ee39ee
patrocles.fragmenta-fhg2	ogc002688	Fragmenta	patrocles	oga001003	urn:cts:greekLit:tlg2479.tlg003	tlg2479.tlg003		dfhg	dfhg	CC-BY-SA-4.0	8	439	439	not-ocr		logical-numeric	ref.sub	2	36e82c14d0e407a9b3cf6be75dbce3698550b9e07c5ffc6f687e3be5059e0c0a
paulus-medicine.epitomae-medicae-libri-septem	ogc002689	Epitomae Medicae Libri Septem	Paulus	oga001004	urn:cts:greekLit:tlg0715.tlg001	tlg0715.tlg001	Q6806311	ocr	qwen36-paulus_aegineta_heiberg_cmg9	PD	6277	119239	114284	auto-corrected	0.159167	edition-prefixed			1bb79fed5ae6416c77ebe74b0b63ba348ecbd04684b70f803c793616b05bc852
paulus-silentiarius.descriptio-sanctae-sophiae	ogc002690	Descriptio Sanctae Sophiae	Paulus Silentiarius	oga001005	urn:cts:greekLit:tlg4039.tlg001	tlg4039.tlg001		ocr	qwen36-paulsilent_descriptio_bekker	PD	5033	45173	41639	auto-corrected	0.215589	edition-prefixed			7f845a7f5cf87ccee165dadf04f92ae063dd37a5c2375f404ca8e01be0b5c836
pausanias-attic.attikw-n-o-noma-twn-sunagwgh	ogc002693	Ἀττικῶν ὀνομάτων συναγωγή	Pausanias	oga001419	urn:cts:greekLit:tlg1569.tlg001	tlg1569.tlg001		ocr	qwen36-aelius_dionysius_schwabe-ocr	PD	893	19814	19302	auto-corrected	0.224369	edition-prefixed			b36a4ab14875b8035f518eaaefc659521f53c5f9832c62544cbfc5f8253778ee
pausanias-laco.fragmenta	ogc002691	Fragmenta	pausanias-laco	oga001007				dfhg	dfhg	CC-BY-SA-4.0	1	14	14	not-ocr		logical-numeric	ref.sub	2	a0c81e4a5c55883068c1b67f6712363e90996b74c8aec2dcc37e34d14ffbf0a4
pausanias-periegesis.graeciae-descriptio	ogc002692	Graeciae Descriptio	Pausanias	oga001008	urn:cts:greekLit:tlg0525.tlg001	tlg0525.tlg001		perseus	perseus-grc2	CC-BY-SA-4.0	3170	217693	215038	not-ocr		logical-numeric	ref.sub.sub	3	71312abcbc39944c76a4e506fa66c51a083ce4b41561aca494176d50f1216fd7
pausanias.fragmenta	ogc002694	Fragmenta	pausanias	oga001006	urn:cts:greekLit:tlg2573.tlg001	tlg2573.tlg001		dfhg	dfhg	CC-BY-SA-4.0	10	1622	1593	not-ocr		logical-numeric	ref.sub	2	4b0a00ec9d45f04d67eb7e68f0616912760714b5c555ff7b64990542b78eadf4
pausimachus-samius.fragmenta	ogc002695	Fragmenta	pausimachus-samius	oga001009				dfhg	dfhg	CC-BY-SA-4.0	1	43	43	not-ocr		logical-numeric	ref.sub	2	f5b71638b4d3253958da439cf59f3ac406aea60d90e33af1167a1edb93ce75e6
paxamus.fragmenta	ogc002696	Fragmenta	paxamus	oga001010				dfhg	dfhg	CC-BY-SA-4.0	1	20	18	not-ocr		logical-numeric	ref.sub	2	165e7546181bf64d900c9a7d2590b969cf2a3a42e6e53087500d84268e6b928a
pelagius.pelagi-ou-filoso-fou-peri-th-s-qei-as-tau-ths-kai-i-era-s-te-xnhs	ogc002697	Πελαγίου φιλοσόφου περὶ τῆς θείας ταύτης καὶ ἱερᾶς τέχνης	Pelagius	oga001011	urn:cts:greekLit:tlg2019.tlg001	tlg2019.tlg001		ocr	qwen36-berthelot_alchimistes_grec	PD	28	2274	2177	auto-corrected	0.179289	edition-prefixed			0adee76933996de9759cd43fc8e3f9cd344d68c86402db51493e10614a2f19fa
pempelus.fragmenta	ogc002698	Fragmenta	Pempelus	oga001012	urn:cts:greekLit:tlg1571.tlg001	tlg1571.tlg001		ocr	qwen36-archytas_mullach_fpg2	PD	3	227	201	raw-ocr	0.337500	edition-prefixed			ab69e34e7f3d98a3f824bebc3aebd22e939c49d5d84b3d4f22b42983bae14393
periander.epistulae-sp	ogc002699	Epistulae Sp.	Periander	oga001013	urn:cts:greekLit:tlg0629.tlg001	tlg0629.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	2	104	104	not-ocr		logical-numeric	ref	1	0e16babae7edc0a2a3ba53506bbabbc2c3965891c6317abf8c9de469eead5c7f
perictione.fragmenta	ogc002700	Fragmenta	Perictione	oga001014	urn:cts:greekLit:tlg1572.tlg001	tlg1572.tlg001		ocr	qwen36-archytas_mullach_fpg2	PD	14	1259	1164	auto-corrected	0.276540	edition-prefixed			28629327feb18cb83d342a1656e2b987bdd6c8e28de4a1c789f80e8e452a6d60
periplus-hannonis.periplus-hannonis	ogc002701	Periplus Hannonis	Periplus Hannonis	oga001015	urn:cts:greekLit:tlg0064.tlg001	tlg0064.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	18	626	607	not-ocr		logical-numeric	ref	1	35a7b7c2b94f1e4dc064df6f146036998dbb04017adf10312d877267cc975a0d
periplus-maris-erythraei.anonymi-arriani-ut-fertur-periplus-maris-erythraei	ogc002702	Anonymi (Arriani, Ut Fertur) Periplus Maris Erythraei	Periplus Maris Erythraei	oga001016	urn:cts:greekLit:tlg0071.tlg001	tlg0071.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	65	6180	6011	not-ocr		logical-numeric	ref	1	a4d0b96acff04cec69336f41ed2c4c1a2d54f81403aa88cebe0cfd0ea2ad2c19
periplus-maris-magni.stadiasmus-sive-periplus-maris-magni	ogc002703	Stadiasmus Sive Periplus Maris Magni	Periplus Maris Magni	oga001017	urn:cts:greekLit:tlg0077.tlg001	tlg0077.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	356	5647	5507	not-ocr		logical-numeric	ref.sub	2	cbfbca70def8cf94b4ec51f68ab188ad60d99cc2062422808d2ddfaf4a2765ff
